 2023-07-03 23:02:48,916 - 's'
 2023-07-03 23:02:49,266 - 'd'
 2023-07-03 23:02:49,268 - 'd'
 2023-07-03 23:02:49,503 - 'a'
 2023-07-03 23:02:49,503 - 'a'
 2023-07-03 23:02:49,584 - 's'
 2023-07-03 23:02:49,584 - 's'
 2023-07-03 23:02:49,672 - 'd'
 2023-07-03 23:02:49,672 - 'd'
 2023-07-03 23:02:49,887 - 'a'
 2023-07-03 23:02:49,887 - 'a'
 2023-07-03 23:02:49,988 - 's'
 2023-07-03 23:02:49,991 - 's'
 2023-07-03 23:02:50,078 - 'd'
 2023-07-03 23:02:50,078 - 'd'
 2023-07-03 23:02:50,256 - 'a'
 2023-07-03 23:02:50,315 - 's'
 2023-07-03 23:02:50,404 - 'd'
 2023-07-03 23:02:50,404 - 'd'
 2023-07-03 23:02:50,671 - Key.space
 2023-07-03 23:02:50,672 - Key.space
 2023-07-03 23:02:51,027 - 'a'
 2023-07-03 23:02:51,027 - 'a'
 2023-07-03 23:03:01,241 - 'd'
 2023-07-03 23:03:01,241 - 'd'
 2023-07-03 23:03:04,872 - 'd'
 2023-07-03 23:03:04,872 - 'd'
 2023-07-03 23:03:05,071 - 'd'
 2023-07-03 23:03:05,071 - 'd'
 2023-07-03 23:03:05,270 - 'd'
 2023-07-03 23:03:05,272 - 'd'
 2023-07-03 23:03:05,447 - 'd'
 2023-07-03 23:03:05,447 - 'd'
 2023-07-03 23:03:05,620 - 'd'
 2023-07-03 23:03:05,620 - 'd'
 2023-07-03 23:03:05,972 - 'd'
 2023-07-03 23:03:05,974 - 'd'
 2023-07-03 23:03:06,155 - 'd'
 2023-07-03 23:03:06,157 - 'd'
 2023-07-03 23:03:06,340 - 'd'
 2023-07-03 23:03:06,340 - 'd'
 2023-07-03 23:03:06,521 - 'd'
 2023-07-03 23:03:06,521 - 'd'
 2023-07-03 23:03:06,696 - 'd'
 2023-07-03 23:03:06,696 - 'd'
 2023-07-03 23:03:13,121 - 'd'
 2023-07-03 23:03:13,121 - 'd'
 2023-07-03 23:03:13,390 - 'd'
 2023-07-03 23:03:13,390 - 'd'
 2023-07-03 23:03:13,680 - 'd'
 2023-07-03 23:03:13,680 - 'd'
 2023-07-03 23:03:14,347 - 'd'
 2023-07-03 23:03:14,347 - 'd'
 2023-07-03 23:03:19,174 - 'd'
 2023-07-03 23:03:19,174 - 'd'
 2023-07-03 23:03:19,610 - 'a'
 2023-07-03 23:03:19,610 - 'a'
 2023-07-03 23:03:19,699 - 's'
 2023-07-03 23:03:19,699 - 's'
 2023-07-03 23:03:19,812 - 'd'
 2023-07-03 23:03:19,812 - 'd'
 2023-07-03 23:03:20,079 - 'd'
 2023-07-03 23:03:20,079 - 'd'
 2023-07-03 23:03:20,242 - 'a'
 2023-07-03 23:03:20,242 - 'a'
 2023-07-03 23:03:20,330 - 's'
 2023-07-03 23:03:20,330 - 's'
 2023-07-03 23:03:20,391 - 'd'
 2023-07-03 23:03:20,690 - 'a'
 2023-07-03 23:03:20,690 - 'a'
 2023-07-03 23:03:20,781 - 's'
 2023-07-03 23:03:20,781 - 's'
 2023-07-03 23:03:20,888 - 'd'
 2023-07-03 23:03:20,891 - 'd'
 2023-07-03 23:03:21,268 - 'd'
 2023-07-03 23:03:21,268 - 'd'
 2023-07-03 23:03:21,458 - 'd'
 2023-07-03 23:03:21,460 - 'd'
 2023-07-03 23:03:21,631 - 'd'
 2023-07-03 23:03:21,631 - 'd'
 2023-07-03 23:03:21,825 - 'd'
 2023-07-03 23:03:21,829 - 'd'
 2023-07-03 23:03:22,010 - 'd'
 2023-07-03 23:03:22,010 - 'd'
 2023-07-03 23:03:22,212 - 'd'
 2023-07-03 23:03:22,212 - 'd'
 2023-07-03 23:03:22,397 - 'd'
 2023-07-03 23:03:22,397 - 'd'
 2023-07-03 23:03:22,573 - 'd'
 2023-07-03 23:03:22,573 - 'd'
 2023-07-03 23:03:22,755 - 'd'
 2023-07-03 23:03:22,755 - 'd'
 2023-07-03 23:03:25,025 - Key.alt_l
 2023-07-03 23:03:25,070 - Key.tab
 2023-07-03 23:03:25,070 - Key.tab
 2023-07-03 23:03:26,314 - 'd'
 2023-07-03 23:03:26,316 - 'd'
 2023-07-03 23:03:26,483 - 'd'
 2023-07-03 23:03:26,483 - 'd'
 2023-07-03 23:03:26,666 - 'd'
 2023-07-03 23:03:26,666 - 'd'
 2023-07-03 23:03:26,857 - 'd'
 2023-07-03 23:03:26,858 - 'd'
 2023-07-03 23:03:31,705 - 'd'
 2023-07-03 23:03:31,706 - 'd'
 2023-07-03 23:03:50,582 - 'o'
 2023-07-03 23:03:51,206 - 'u'
 2023-07-03 23:03:51,208 - 'u'
 2023-07-03 23:03:51,408 - 't'
 2023-07-03 23:03:51,408 - 't'
 2023-07-03 23:03:51,705 - 's'
 2023-07-03 23:03:51,705 - 's'
 2023-07-03 23:03:51,823 - 'i'
 2023-07-03 23:03:51,823 - 'i'
 2023-07-03 23:03:51,964 - 'd'
 2023-07-03 23:03:51,964 - 'd'
 2023-07-03 23:03:52,062 - 'e'
 2023-07-03 23:03:53,088 - Key.enter
 2023-07-03 23:03:53,088 - Key.enter
 2023-07-03 23:03:59,632 - 'i'
 2023-07-03 23:03:59,636 - 'i'
 2023-07-03 23:03:59,826 - 'n'
 2023-07-03 23:03:59,826 - 'n'
 2023-07-03 23:04:00,070 - 's'
 2023-07-03 23:04:00,074 - 's'
 2023-07-03 23:04:00,150 - 'i'
 2023-07-03 23:04:00,150 - 'i'
 2023-07-03 23:04:00,281 - 'd'
 2023-07-03 23:04:00,281 - 'd'
 2023-07-03 23:04:00,372 - 'e'
 2023-07-03 23:04:00,372 - 'e'
 2023-07-03 23:04:19,155 - 'a'
 2023-07-03 23:04:19,486 - 'f'
 2023-07-03 23:04:19,780 - 't'
 2023-07-03 23:04:20,026 - 'e'
 2023-07-03 23:04:20,132 - 'r'
 2023-07-03 23:04:30,665 - 's'
 2023-07-03 23:04:30,753 - 't'
 2023-07-03 23:04:30,885 - 'i'
 2023-07-03 23:04:31,074 - 'l'
 2023-07-03 23:04:31,213 - 'l'
 2023-07-03 23:04:31,676 - 'r'
 2023-07-03 23:04:31,746 - 'e'
 2023-07-03 23:04:32,030 - 'c'
 2023-07-03 23:04:32,116 - 'o'
 2023-07-03 23:04:32,276 - 'r'
 2023-07-03 23:04:32,560 - 'd'
 2023-07-03 23:04:32,646 - 'i'
 2023-07-03 23:04:32,798 - 'n'
 2023-07-03 23:04:32,926 - 'g'
 2023-07-03 23:04:54,154 - Key.ctrl_l
 2023-07-03 23:04:54,238 - Key.shift
 2023-07-03 23:04:54,451 - Key.esc
 2023-07-03 23:05:32,798 - Key.alt_l
 2023-07-03 23:05:32,832 - Key.tab
 2023-07-03 23:05:39,688 - Key.ctrl_l
 2023-07-03 23:05:39,898 - '\x13'
 2023-07-04 18:11:13,496 - 'a'
 2023-07-04 18:11:13,616 - 'h'
 2023-07-04 18:11:13,836 - 'o'
 2023-07-04 18:11:14,152 - Key.backspace
 2023-07-04 18:11:14,316 - Key.backspace
 2023-07-04 18:11:14,496 - Key.backspace
 2023-07-04 18:11:17,930 - Key.enter
 2023-07-04 18:11:26,379 - 'h'
 2023-07-04 18:11:26,765 - 'o'
 2023-07-04 18:11:26,924 - 'w'
 2023-07-04 18:11:41,901 - Key.ctrl_l
 2023-07-04 18:11:42,068 - '\x03'
 2023-07-04 18:11:43,419 - Key.ctrl_l
 2023-07-04 18:11:43,674 - Key.shift
 2023-07-04 18:11:44,016 - Key.esc
 2023-07-04 18:11:58,913 - Key.enter
 2023-07-04 18:12:10,375 - 'd'
 2023-07-04 18:12:11,346 - Key.backspace
 2023-07-04 18:12:13,138 - 's'
 2023-07-04 18:12:13,569 - 's'
 2023-07-04 18:12:13,824 - 's'
 2023-07-04 18:12:14,024 - 's'
 2023-07-04 18:12:14,224 - 's'
 2023-07-04 18:12:14,391 - 's'
 2023-07-04 18:12:14,519 - 's'
 2023-07-04 18:12:53,707 - 'a'
 2023-07-04 18:12:53,840 - 'h'
 2023-07-04 18:12:54,010 - 'o'
 2023-07-04 18:12:54,164 - 'j'
 2023-07-04 18:12:54,959 - Key.backspace
 2023-07-04 18:12:55,120 - Key.backspace
 2023-07-04 18:12:55,292 - Key.backspace
 2023-07-04 18:12:55,473 - Key.backspace
